transaction_merchants_code,name,mcc,mcc_category,n_txns,median_amount,ecommerce_rate,name_category,mcc_override,mcc_emb_category,mcc_emb_conf,final_category,source,confidence,correction_flag
103683040766236,Oude Stoep Leiden,7699,Repair Shops and Related Services –Miscellaneous,4,17.255,0.5,,,Services,0.5460224151611328,Services,mcc_embedding,0.5460224151611328,False
103834457416295,Apotheek Alphen B.V.,5912,Drug Stores and Pharmacies,39,15.65,0.21052631578947367,Health & Pharmacy,Health & Pharmacy,Health & Pharmacy,0.6875506043434143,Health & Pharmacy,mcc_rule,1.0,False
103865400455458,Anne & Anne Delft,5211,Lumber and Building Materials Stores,28,17.515,0.17857142857142858,,,Groceries,0.3741403818130493,Groceries,mcc_embedding,0.3741403818130493,False
104098859299537,Pizzeria Luuk,5812,Eating places and Restaurants,122,16.23,0.19672131147540983,Restaurants & Takeaway,,Restaurants & Takeaway,0.7404505610466003,Restaurants & Takeaway,mcc_embedding,0.7404505610466003,False
104245064852336,Rode Tulp Delft V.O.F.,7622,Radio Repair Shops,2,72.775,0.5,,,Services,0.26070860028266907,Travel,name_embedding,0.13229481875896454,False
104846693545723,Grote Gracht Eenmanszaak,7941,"Commercial Sports, Athletic Fields, Professional Sport Clubs, and Sport Promoters",24,9.065,0.20833333333333334,,,Services,0.4147164225578308,Services,mcc_embedding,0.4147164225578308,False
104950957594870,Snackbar Wassenaar V.O.F.,5814,Fast Food Restaurants,101,8.45,0.2376237623762376,Restaurants & Takeaway,,Restaurants & Takeaway,0.6541633009910583,Restaurants & Takeaway,mcc_embedding,0.6541633009910583,False
105065642504488,Max & Max Haarlem B.V.,5192,"Books, Periodicals, and Newspapers",48,11.145,0.1875,,,Entertainment & Digital,0.31596410274505615,Entertainment & Digital,mcc_embedding,0.31596410274505615,False
105165175829893,Snackbar Wassenaar,5814,Fast Food Restaurants,749,8.67,0.2032301480484522,Restaurants & Takeaway,,Restaurants & Takeaway,0.6541633009910583,Restaurants & Takeaway,mcc_embedding,0.6541633009910583,False
105372810687564,Groene Haven,3649,RADISSON HOTELS,2,25.715,0.0,,,Travel,0.3568221926689148,Travel,mcc_embedding,0.3568221926689148,False
105387574855591,Anne & Anne Haarlem,5944,"Watch, Clock, Jewelry, and Silverware Stores",41,34.81,0.125,,,Other,0.40101030468940735,Other,mcc_embedding,0.40101030468940735,False
105461212497533,Max & Max Zoetermeer V.O.F.,8999,Professional Services ( Not Elsewhere Defined),109,12.04,0.22018348623853212,,,Services,0.7176392674446106,Services,mcc_embedding,0.7176392674446106,False
105552770824049,Luuk & Luuk Utrecht,7933,Bowling Alleys,1,17.02,1.0,,,Restaurants & Takeaway,0.46710529923439026,Restaurants & Takeaway,mcc_embedding,0.46710529923439026,False
105557701424935,Grote Molen,5521,Automobile and Truck Dealers (Used Only),7,7.52,0.2857142857142857,,,Shopping,0.39747703075408936,Shopping,mcc_embedding,0.39747703075408936,False
105901594467489,Boekhandel Eva,5995,"Pet Shops, Pet Foods, and Supplies Stores",13,34.65,0.38461538461538464,Shopping,,Groceries,0.5805431604385376,Groceries,mcc_embedding,0.5805431604385376,True
106205702140610,Witte Molen,0763,Unknown,126,5.62,0.23015873015873015,,,Other,0.33737078309059143,Personal Care,name_embedding,0.0891449972987175,False
106273608576871,Lars & Lars Gouda V.O.F.,5996,"Swimming Pools – Sales, Service, and Supplies",2,19.95,0.0,,,Groceries,0.3606770932674408,Groceries,mcc_embedding,0.3606770932674408,False
106356138850733,Luuk & Luuk Gouda V.O.F.,5965,Direct Marketing – Catalog and Catalog and Retail Merchant,18,28.8,0.16666666666666666,,,Shopping,0.465282678604126,Shopping,mcc_embedding,0.465282678604126,False
106565447960085,Eetcafe Grote,5812,Eating places and Restaurants,34,15.715,0.23529411764705882,Restaurants & Takeaway,,Restaurants & Takeaway,0.7404505610466003,Restaurants & Takeaway,mcc_embedding,0.7404505610466003,False
107089884690584,Groene Gracht,5971,Art Dealers and Galleries,2,21.705,0.0,,,Personal Care,0.4398684799671173,Personal Care,mcc_embedding,0.4398684799671173,False
107911218542097,Witte Tulp B.V.,5971,Art Dealers and Galleries,1,143.34,1.0,,,Personal Care,0.4398684799671173,Personal Care,mcc_embedding,0.4398684799671173,False
108235845013564,Groene Haven Gouda,5943,"Stationery Stores, Office and School Supply Stores",13,16.5,0.23076923076923078,,,Shopping,0.3979697823524475,Shopping,mcc_embedding,0.3979697823524475,False
108265000541268,Grote Park Gouda,7032,Sporting and Recreational Camps,7,14.18,0.42857142857142855,,,Restaurants & Takeaway,0.32723966240882874,Restaurants & Takeaway,mcc_embedding,0.32723966240882874,False
108407909818232,Blauwe Stoep,0742,Unknown,9,38.59,0.0,,,Other,0.33737078309059143,Other,mcc_embedding,0.33737078309059143,False
108407969660664,Groene Winkel,6540,Unknown,7,38.21,0.2857142857142857,,,Other,0.33737078309059143,Other,mcc_embedding,0.33737078309059143,False
108429107355256,Klaas & Klaas Rijswijk,3509,MARRIOTT HOTELS,24,25.525,0.125,,,Travel,0.46696367859840393,Travel,mcc_embedding,0.46696367859840393,False
108497253166280,Zilveren Park V.O.F.,5122,"Drugs, Drug Proprietors, and Druggist’s Sundries",10,12.08,0.2,,Health & Pharmacy,Health & Pharmacy,0.43243876099586487,Health & Pharmacy,mcc_rule,1.0,False
108758423592487,Anne & Anne Rijswijk B.V.,5571,Motorcycle Dealers,1,34.35,1.0,,,Groceries,0.2859031856060028,Transport,name_embedding,0.10117439925670624,False
109067384152626,Rode Plein,9311,Tax Payments,25,7.48,0.24,,,Income,0.42600902915000916,Income,mcc_embedding,0.42600902915000916,False
109564835379870,Snackbar Dordrecht Eenmanszaak,5814,Fast Food Restaurants,84,10.35,0.17857142857142858,Restaurants & Takeaway,,Restaurants & Takeaway,0.6541633009910583,Restaurants & Takeaway,mcc_embedding,0.6541633009910583,False
110068564658307,Nieuwe Haven,5977,Cosmetic Stores,137,16.12,0.18382352941176472,,,Personal Care,0.6346362233161926,Personal Care,mcc_embedding,0.6346362233161926,False
110151225468225,Groene Winkel Capelle,5199,"Non-durable Goods, Not Elsewhere Classified",885,7.51,0.21793416572077184,,,Other,0.5024975538253784,Other,mcc_embedding,0.5024975538253784,False
110270586786263,Groene Haven,6012,Financial Institutions – Merchandise and Services,38,22.215,0.2972972972972973,,,Fees & Charges,0.4643191695213318,Fees & Charges,mcc_embedding,0.4643191695213318,False
110415408825199,Grote Molen Delft,8241,Correspondence Schools,1,8.91,1.0,,,Health & Pharmacy,0.31167319416999817,Health & Pharmacy,mcc_embedding,0.31167319416999817,False
110528420272330,Cafe de Rode,5812,Eating places and Restaurants,556,14.335,0.21223021582733814,,,Restaurants & Takeaway,0.7404505610466003,Restaurants & Takeaway,mcc_embedding,0.7404505610466003,False
110709293976181,Luuk & Luuk Zoetermeer V.O.F.,7033,Trailer Parks and Camp Grounds,2,72.83000000000001,0.0,,,Groceries,0.3237115144729614,Groceries,mcc_embedding,0.3237115144729614,False
111121762151487,Grote Plein Zoetermeer,5722,Household Appliance Stores,47,9.66,0.1702127659574468,,,Groceries,0.4842422306537628,Groceries,mcc_embedding,0.4842422306537628,False
111521540139124,Oude Plein Capelle,5111,"Stationery, Office Supplies, Printing, and Writing Paper",3,8.88,0.3333333333333333,,,Groceries,0.33346474170684814,Groceries,mcc_embedding,0.33346474170684814,False
111625698564354,Oude Winkel Leidschendam Eenmanszaak,8043,"Opticians, Opticians Goods and Eyeglasses",17,48.62,0.17647058823529413,,Health & Pharmacy,Health & Pharmacy,0.47465530037879944,Health & Pharmacy,mcc_rule,1.0,False
111671537400687,Blauwe Brug Amersfoort,5451,Dairy Products Stores,20,7.46,0.1,,,Groceries,0.41687697172164917,Groceries,mcc_embedding,0.41687697172164917,False
111893698235911,Gouden Plein Eenmanszaak,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",4,15.454999999999998,0.25,,Travel,Travel,0.5717880725860596,Travel,mcc_rule,1.0,False
111920662291000,Gouden Haven Haarlem,8220,"Colleges, Junior Colleges, Universities, and ProfessionalSchools",26,9.535,0.16,,,Services,0.3592338263988495,Services,mcc_embedding,0.3592338263988495,False
112582148818886,Rode Winkel Leiden Eenmanszaak,5621,Women’s Ready-to-Wear Stores,6,35.26,0.16666666666666666,,,Shopping,0.5146930813789368,Shopping,mcc_embedding,0.5146930813789368,False
112678548025004,Nieuwe Tulp Schiedam,5251,Hardware Stores,1,15.95,0.0,,,Shopping,0.4607580304145813,Shopping,mcc_embedding,0.4607580304145813,False
112680055880642,Eetcafe Kleine,5812,Eating places and Restaurants,51,14.12,0.18,Restaurants & Takeaway,,Restaurants & Takeaway,0.7404505610466003,Restaurants & Takeaway,mcc_embedding,0.7404505610466003,False
113295539774239,Pizzeria Klaas B.V.,5812,Eating places and Restaurants,881,13.45,0.21714285714285714,Restaurants & Takeaway,,Restaurants & Takeaway,0.7404505610466003,Restaurants & Takeaway,mcc_embedding,0.7404505610466003,False
114223680497290,Nieuwe Brug,5085,"Industrial Supplies, Not Elsewhere Classified",1,5.25,0.0,,,Services,0.42567965388298035,Services,mcc_embedding,0.42567965388298035,False
114272581370716,Witte Tulp Zoetermeer V.O.F.,3301,Unknown,6,99.47,0.16666666666666666,,,Other,0.33737078309059143,Other,mcc_embedding,0.33737078309059143,False
114284586314122,Eva & Eva Gouda Eenmanszaak,5732,Electronic Sales,77,23.66,0.15584415584415584,,,Entertainment & Digital,0.4298493266105652,Entertainment & Digital,mcc_embedding,0.4298493266105652,False
114461479833492,Oude Brug Rijswijk,8661,Religious Organizations,8,6.29,0.25,,,Groceries,0.21255770325660706,Transport,name_embedding,0.13804304599761963,False
114512988496196,Lars & Lars Wassenaar Eenmanszaak,6300,"Insurance Sales, Underwriting, and Premiums",65,3.98,0.296875,,Bills & Utilities,Fees & Charges,0.35424649715423584,Bills & Utilities,mcc_rule,1.0,False
114832292481525,Markt Alphen V.O.F.,5411,"Grocery Stores, Supermarkets",2147,8.43,0.22331460674157302,,,Groceries,0.7774403095245361,Groceries,mcc_embedding,0.7774403095245361,False
115002096932812,Kruidenier Groene B.V.,5499,Misc. Food Stores – Convenience Stores and Specialty Markets,1225,2.69,0.2399342645850452,Groceries,,Groceries,0.5560568571090698,Groceries,mcc_embedding,0.5560568571090698,False
115250108213073,Oude Brug Haarlem B.V.,5462,Bakeries,84,5.720000000000001,0.11904761904761904,,,Groceries,0.3296889364719391,Groceries,mcc_embedding,0.3296889364719391,False
115257518702459,Blauwe Molen Eenmanszaak,3245,Airlines,25,109.5,0.24,,,Travel,0.4519882798194885,Travel,mcc_embedding,0.4519882798194885,False
115808294253409,Piet & Piet Wassenaar,4411,Cruise and Steamship Lines,7,9.08,0.0,,,Travel,0.4463514983654022,Travel,mcc_embedding,0.4463514983654022,False
115855479295442,Jan & Jan Alphen,5999,Miscellaneous and Specialty Retail Stores,190,9.23,0.21052631578947367,,,Shopping,0.6343866586685181,Shopping,mcc_embedding,0.6343866586685181,False
116402899070581,Kleine Molen V.O.F.,8050,Nursing and Personal Care Facilities,3,7.99,0.3333333333333333,,,Personal Care,0.4541158378124237,Personal Care,mcc_embedding,0.4541158378124237,False
116665907478233,Witte Winkel Leidschendam,7629,Electrical And Small Appliance Repair Shops,1,10.38,0.0,,,Personal Care,0.4039357304573059,Personal Care,mcc_embedding,0.4039357304573059,False
116692900791943,Markt Leiden,5499,Misc. Food Stores – Convenience Stores and Specialty Markets,1904,2.86,0.1958817317845829,,,Groceries,0.5560568571090698,Groceries,mcc_embedding,0.5560568571090698,False
117057582898928,Eva & Eva Zoetermeer,7211,Laundry – Family and Commercial,36,3.255,0.2777777777777778,,,Personal Care,0.33206525444984436,Personal Care,mcc_embedding,0.33206525444984436,False
117158516790622,Lars & Lars Alphen V.O.F.,8111,Legal Services and Attorneys,7,4.67,0.0,,,Services,0.49485212564468384,Services,mcc_embedding,0.49485212564468384,False
117841823999893,Snackbar Delft,5814,Fast Food Restaurants,453,8.57,0.2251655629139073,Restaurants & Takeaway,,Restaurants & Takeaway,0.6541633009910583,Restaurants & Takeaway,mcc_embedding,0.6541633009910583,False
117927255465895,Oude Molen,5072,Hardware Equipment and Supplies,3,7.8,0.3333333333333333,,,Shopping,0.33066925406455994,Shopping,mcc_embedding,0.33066925406455994,False
118285810854837,Nieuwe Molen V.O.F.,8211,Elementary and Secondary Schools,4,3.625,0.25,,,Health & Pharmacy,0.269818514585495,Personal Care,name_embedding,0.05208940431475639,False
118327967873723,Zilveren Gracht Eenmanszaak,5621,Women’s Ready-to-Wear Stores,25,37.26,0.2,,,Shopping,0.5146930813789368,Shopping,mcc_embedding,0.5146930813789368,False
118617748621637,Maria & Maria Haarlem,2842,"Specialty Cleaning, Polishing, and Sanitation Preparations",2,1.67,0.0,,,Personal Care,0.39924657344818115,Personal Care,mcc_embedding,0.39924657344818115,False
118717490194135,Rode Tulp Gouda V.O.F.,5699,Miscellaneous Apparel and Accessory Shops,20,25.93,0.25,,,Shopping,0.5970268845558167,Shopping,mcc_embedding,0.5970268845558167,False
118959851133720,Blauwe Haven B.V.,3005,BRITISH AIRWAYS,17,170.61,0.29411764705882354,,,Travel,0.3177354633808136,Travel,mcc_embedding,0.3177354633808136,False
119273821311833,Blauwe Park,5719,Miscellaneous Home Furnishing Specialty Stores,40,22.2,0.15,,,Shopping,0.5086603164672852,Shopping,mcc_embedding,0.5086603164672852,False
119490184264545,Kleine Stoep Schiedam,5949,"Sewing, Needle, Fabric, and Price Goods Stores",26,6.715,0.19230769230769232,,,Shopping,0.52284175157547,Shopping,mcc_embedding,0.52284175157547,False
119622924158736,Zilveren Markt Schiedam,7393,Protective and Security Services – Including Armored Carsand Guard Dogs,2,12.485,0.0,,,Services,0.2905403673648834,Transport,name_embedding,0.13895130157470703,False
120240772540727,Grote Park,5983,"Fuel – Fuel Oil, Wood, Coal, Liquefied Petroleum",2,28.805,0.0,,,Transport,0.33935531973838806,Transport,mcc_embedding,0.33935531973838806,False
120253898861666,Blauwe Molen,7032,Sporting and Recreational Camps,11,15.76,0.18181818181818182,,,Restaurants & Takeaway,0.32723966240882874,Restaurants & Takeaway,mcc_embedding,0.32723966240882874,False
121209571068432,Max & Max Voorburg,4457,Boat Rentals and Leases,2,1116.575,0.0,,,Travel,0.3746623396873474,Travel,mcc_embedding,0.3746623396873474,False
121236374731754,Klaas & Klaas Amersfoort,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",25,24.98,0.28,,Travel,Travel,0.5717880725860596,Travel,mcc_rule,1.0,False
121592821541403,Grote Winkel Gouda Eenmanszaak,7829,Motion Pictures and Video Tape Production and Distribution,193,9.03,0.22797927461139897,,,Entertainment & Digital,0.37592968344688416,Entertainment & Digital,mcc_embedding,0.37592968344688416,False
121616299797835,Eva & Eva Hilversum B.V.,5661,Shoe Stores,10,59.7,0.2,,,Shopping,0.5018230676651001,Shopping,mcc_embedding,0.5018230676651001,False
121803547031244,Maria & Maria Rijswijk,3301,Unknown,14,56.815,0.14285714285714285,,,Other,0.33737078309059143,Other,mcc_embedding,0.33737078309059143,False
121826821098925,Grote Molen V.O.F.,5422,Meat Provisioners – Freezer and Locker,71,7.97,0.2112676056338028,,,Groceries,0.2480231374502182,Gambling,name_embedding,0.09625666588544846,False
121990793708908,Anne & Anne Delft,7999,Recreation Services (Not Elsewhere Classified),52,7.59,0.25,,,Services,0.48972079157829285,Services,mcc_embedding,0.48972079157829285,False
122320662451934,Blauwe Winkel B.V.,8999,Professional Services ( Not Elsewhere Defined),61,12.95,0.21311475409836064,,,Services,0.7176392674446106,Services,mcc_embedding,0.7176392674446106,False
122496967348553,Grote Park Alphen,4816,Computer Network Services,203,14.77,0.2019704433497537,,Bills & Utilities,Services,0.3138316571712494,Bills & Utilities,mcc_rule,1.0,False
122586010819951,Nieuwe Gracht Gouda B.V.,6211,Security Brokers/Dealers,189,70.61,0.20855614973262032,,,Services,0.29236724972724915,Transport,name_embedding,0.10773997008800507,False
122613755481371,Kruidenier Oude,5411,"Grocery Stores, Supermarkets",1665,9.24,0.22041062801932368,Groceries,,Groceries,0.7774403095245361,Groceries,mcc_embedding,0.7774403095245361,False
122781850783007,Lars & Lars Schiedam B.V.,5733,"Music Stores, Musical Instruments, Piano Sheet Music",4,20.15,0.25,,,Shopping,0.2978214919567108,Refunds & Reversals,name_embedding,0.04000967741012573,False
122793623386912,Grote Molen B.V.,7251,"Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops",1,13.84,0.0,,,Personal Care,0.6102429032325745,Personal Care,mcc_embedding,0.6102429032325745,False
122888430755247,Kruidenier Gouden,5411,"Grocery Stores, Supermarkets",1568,9.27,0.22442455242966752,Groceries,,Groceries,0.7774403095245361,Groceries,mcc_embedding,0.7774403095245361,False
123044261088037,Gouden Plein Hilversum,5699,Miscellaneous Apparel and Accessory Shops,1,66.63,0.0,,,Shopping,0.5970268845558167,Shopping,mcc_embedding,0.5970268845558167,False
123077487073945,Pizzeria Anne V.O.F.,5812,Eating places and Restaurants,426,14.76,0.21513002364066194,Restaurants & Takeaway,,Restaurants & Takeaway,0.7404505610466003,Restaurants & Takeaway,mcc_embedding,0.7404505610466003,False
123095764035924,Anne & Anne Gouda Eenmanszaak,8699,Membership Organizations ( Not Elsewhere Classified),82,6.975,0.2716049382716049,,,Services,0.3695424497127533,Services,mcc_embedding,0.3695424497127533,False
123152568762384,Luuk & Luuk Schiedam,5944,"Watch, Clock, Jewelry, and Silverware Stores",21,29.01,0.2631578947368421,,,Other,0.40101030468940735,Other,mcc_embedding,0.40101030468940735,False
123531572979626,Max & Max Leidschendam,7531,Automotive Body Repair Shops,1,11.42,0.0,,,Personal Care,0.4168585538864136,Personal Care,mcc_embedding,0.4168585538864136,False
124423134952255,Blauwe Park,5722,Household Appliance Stores,23,10.18,0.21739130434782608,,,Groceries,0.4842422306537628,Groceries,mcc_embedding,0.4842422306537628,False
124519279635979,Eetcafe Zilveren,5812,Eating places and Restaurants,862,14.495,0.20396270396270397,Restaurants & Takeaway,,Restaurants & Takeaway,0.7404505610466003,Restaurants & Takeaway,mcc_embedding,0.7404505610466003,False
124781320830801,Zilveren Winkel Eenmanszaak,7995,"Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting and Wagers at Race Tracks)",1180,14.42,0.22440273037542663,,,Gambling,0.6942920684814453,Gambling,mcc_embedding,0.6942920684814453,False
124998411267911,Grote Winkel Schiedam B.V.,8021,Dentists and Orthodontists,22,73.535,0.22727272727272727,,Health & Pharmacy,Health & Pharmacy,0.5077815055847168,Health & Pharmacy,mcc_rule,1.0,False
125930513007555,Rode Brug,9399,Government Services ( Not Elsewhere Classified),25,17.98,0.28,,,Services,0.6919083595275879,Services,mcc_embedding,0.6919083595275879,False
127041554262400,Tankstation Rode B.V.,5541,Service Stations ( with or without ancillary services),112,9.875,0.16964285714285715,Transport,Transport,Services,0.4486517310142517,Transport,mcc_rule,1.0,False
127082395413453,Luuk & Luuk Amersfoort,2741,Miscellaneous Publishing and Printing,34,6.34,0.2647058823529412,,,Other,0.2600594162940979,Transport,name_embedding,0.2122381627559662,False
127160189739007,Sofie & Sofie Dordrecht V.O.F.,5651,Family Clothing Stores,93,25.93,0.25806451612903225,,,Shopping,0.4511672258377075,Shopping,mcc_embedding,0.4511672258377075,False
127326510078846,Nieuwe Park B.V.,4789,"Transportation Services, Not elsewhere classified)",337,4.9,0.22658610271903323,,,Transport,0.6090143918991089,Transport,mcc_embedding,0.6090143918991089,False
127731896976522,Zilveren Markt,8999,Professional Services ( Not Elsewhere Defined),28,19.235,0.10714285714285714,,,Services,0.7176392674446106,Services,mcc_embedding,0.7176392674446106,False
127923746078043,Jan & Jan Voorburg,7216,Dry Cleaners,3,15.79,0.6666666666666666,,,Groceries,0.2585574686527252,Cash & ATM,name_embedding,0.089936763048172,False
128054458231303,Jan & Jan Zoetermeer,5462,Bakeries,224,6.07,0.19369369369369369,,,Groceries,0.3296889364719391,Groceries,mcc_embedding,0.3296889364719391,False
128483440569754,Blauwe Park,5651,Family Clothing Stores,34,24.755000000000003,0.20588235294117646,,,Shopping,0.4511672258377075,Shopping,mcc_embedding,0.4511672258377075,False
128706687039790,Markt Amersfoort,5411,"Grocery Stores, Supermarkets",573,8.39,0.19473684210526315,,,Groceries,0.7774403095245361,Groceries,mcc_embedding,0.7774403095245361,False
128845245185769,Piet & Piet Leidschendam,7349,"Cleaning and Maintenance, Janitorial Services",6,27.21,0.16666666666666666,,,Services,0.46103954315185547,Services,mcc_embedding,0.46103954315185547,False
129096870362172,Kruidenier Witte B.V.,5499,Misc. Food Stores – Convenience Stores and Specialty Markets,241,2.81,0.1950207468879668,Groceries,,Groceries,0.5560568571090698,Groceries,mcc_embedding,0.5560568571090698,False
129474397777379,Sofie & Sofie Voorburg,6300,"Insurance Sales, Underwriting, and Premiums",162,4.779999999999999,0.16049382716049382,,Bills & Utilities,Fees & Charges,0.35424649715423584,Bills & Utilities,mcc_rule,1.0,False
130029707026749,Luuk & Luuk Haarlem B.V.,5046,"Commercial Equipment, Not Elsewhere Classified",2,16.265,0.0,,,Services,0.5173836350440979,Services,mcc_embedding,0.5173836350440979,False
130170033218856,Witte Park Leidschendam,5943,"Stationery Stores, Office and School Supply Stores",31,8.74,0.16129032258064516,,,Shopping,0.3979697823524475,Shopping,mcc_embedding,0.3979697823524475,False
130507501244383,stoep.nl/abonnement,5968,Direct Marketing – Continuity/Subscription Merchant,227,8.93,0.19823788546255505,,,Entertainment & Digital,0.3756972849369049,Entertainment & Digital,mcc_embedding,0.3756972849369049,False
130645897414384,Kruidenier Gouden,5411,"Grocery Stores, Supermarkets",142,9.365,0.21830985915492956,Groceries,,Groceries,0.7774403095245361,Groceries,mcc_embedding,0.7774403095245361,False
130715742273361,Cafe de Zilveren V.O.F.,5812,Eating places and Restaurants,917,13.69,0.21374045801526717,,,Restaurants & Takeaway,0.7404505610466003,Restaurants & Takeaway,mcc_embedding,0.7404505610466003,False
130749853755788,Tankstation Witte B.V.,5541,Service Stations ( with or without ancillary services),2027,11.55,0.19693221177634834,Transport,Transport,Services,0.4486517310142517,Transport,mcc_rule,1.0,False
130913350110526,Zilveren Molen Dordrecht,4214,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",19,4.17,0.15789473684210525,,,Transport,0.5793383717536926,Transport,mcc_embedding,0.5793383717536926,False
131037380501279,Jan & Jan Wassenaar,5811,Caterers,188,4.66,0.1989247311827957,,,Restaurants & Takeaway,0.4423121213912964,Restaurants & Takeaway,mcc_embedding,0.4423121213912964,False
131250373093664,Oude Park Haarlem Eenmanszaak,5978,"Typewriter Stores – Sales, Rental, Service",3,8.26,0.3333333333333333,,,Groceries,0.39629486203193665,Groceries,mcc_embedding,0.39629486203193665,False
131295013970441,Rode Markt,5944,"Watch, Clock, Jewelry, and Silverware Stores",16,37.28,0.125,,,Other,0.40101030468940735,Other,mcc_embedding,0.40101030468940735,False
131303906337349,Groene Park,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",13,16.7,0.3076923076923077,,Travel,Travel,0.5717880725860596,Travel,mcc_rule,1.0,False
132109495829433,Witte Molen Alphen B.V.,5945,"Hobby, Toy, and Game Shops",131,14.48,0.24806201550387597,,,Shopping,0.528666079044342,Shopping,mcc_embedding,0.528666079044342,False
132188317689352,Nieuwe Brug,3703,RESIDENCE INNS,3,13.55,0.3333333333333333,,,Groceries,0.38573482632637024,Groceries,mcc_embedding,0.38573482632637024,False
132390286122632,Klaas & Klaas Leiden,5969,Direct Marketing – Not Elsewhere Classified,15,7.64,0.2,,,Services,0.42909830808639526,Services,mcc_embedding,0.42909830808639526,False
